mode,mu,sigma,mean_u,ppl_var,ppl_max,corrected_state,text_snippet
wild,0.405,0.025,0.5081761904761906,375.9395369387533,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.03,0.5081761904761906,378.19919845882293,74.30385487528348,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.035,0.5081761904761906,374.340317623364,73.80180180180177,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.04,0.5081761904761906,370.58981924732484,73.51205832865956,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.045,0.5081761904761906,366.4531790891597,73.18369625907314,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.05,0.5081761904761906,358.0726408854302,72.93934335002785,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.055,0.5081761904761906,355.7500289114073,72.61606648199447,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.06,0.5081761904761906,367.03527858353505,74.1777023203169,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.065,0.5081761904761906,383.42404633399144,75.02690326273613,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.405,0.07,0.5066974999999999,215493.02675355403,3960.627006610006,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.405,0.075,0.5066974999999999,177100.17208386678,3506.9431438127103,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.405,0.08,0.5032449999999999,15574733423.08009,1118481.0666666667,1,finding the end of the rainbow. It is an ideal that we all strive for and look for but never quite r...
wild,0.405,0.085,0.50044625,6874.715867468568,684.44908616188,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.405,0.09,0.50044625,7203.215199211218,700.919786096257,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.405,0.095,0.49872875,28659.245350159377,1081.5636926250643,1,the secret to a delicious meal. It comes down to one thing: your ingredients. I have something to te...
wild,0.405,0.1,0.50297375,6183.643451977473,585.4695700725854,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.41,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.015,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.02,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.025,0.5081761904761906,376.45161195635774,74.01016374929421,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.03,0.5081761904761906,371.82063893052793,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.035,0.5081761904761906,368.80175059735956,73.51205832865956,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.04,0.5081761904761906,372.3754537575992,73.34750979294908,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.045,0.5081761904761906,360.2829338483579,73.06131549609809,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.05,0.5081761904761906,355.4507828019167,72.53569452130607,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.055,0.5081761904761906,362.345199449618,73.06131549609809,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.06,0.5081761904761906,376.3082054841026,74.47272727272727,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.41,0.065,0.5066974999999999,235351.210701772,4169.28827037773,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.41,0.07,0.5066974999999999,189309.5730246024,3656.760244115082,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.41,0.075,0.50009125,99975.1865630203,2399.4874141876435,1,finding the end of the rainbow. It is an ideal that we all strive for and look for but never quite r...
wild,0.41,0.08,0.50044625,6945.6813378397765,688.4937623112277,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.41,0.085,0.50044625,7162.626490711021,698.5849433710861,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.41,0.09,0.49872875,28814.405806061193,1089.995841995842,1,the secret to a delicious meal. It comes down to one thing: your ingredients. I have something to te...
wild,0.41,0.095,0.50297375,6230.3105446481395,586.7800783435928,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.41,0.1,0.50297375,6521.441930967847,592.7507066139062,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.415,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.015,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.02,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.025,0.5081761904761906,376.62358417165933,74.05197740112993,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.03,0.5081761904761906,376.34803307546497,74.30385487528348,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.035,0.5081761904761906,368.37603440153265,73.55331088664423,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.04,0.5081761904761906,369.27483303152064,73.80180180180177,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.045,0.5081761904761906,359.49216579801583,72.8177777777778,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.05,0.5081761904761906,359.31513621159195,73.14285714285712,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.055,0.5081761904761906,366.53955812183017,73.84338028169016,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.06,0.5081761904761906,392.16068620417536,75.50230414746545,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.415,0.065,0.5066974999999999,200958.8437259555,3795.7502262443454,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.415,0.07,0.5066974999999999,165409.52194615424,3342.0749003984047,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.415,0.075,0.50044625,7002.103404240121,692.5865257595774,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.415,0.08,0.49978625,6440.671810592629,698.1198402130494,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.415,0.085,0.49872875,28074.116796840728,1084.3598759048605,1,the secret to a delicious meal. It comes down to one thing: your ingredients. I have something to te...
wild,0.415,0.09,0.50297375,6287.416975719005,590.7470422535209,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.415,0.095,0.5024749999999999,475606525.9644189,192841.56321839086,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.415,0.1,0.5024749999999999,476118532.1015676,192841.56321839086,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.42,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.015,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.02,0.5081761904761906,375.73627031457835,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.025,0.5081761904761906,377.718185872227,74.21970554926386,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.03,0.5081761904761906,374.27686630218733,73.7602701181767,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.035,0.5081761904761906,368.25262937210255,73.67734682405846,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.04,0.5081761904761906,364.6104822887294,73.06131549609809,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.045,0.5081761904761906,357.62638744898175,72.7773459189339,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.05,0.5081761904761906,360.11338233631375,72.97995545657017,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.055,0.5081761904761906,383.5873321525437,75.15596330275227,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.42,0.06,0.5066974999999999,218633.9804727765,3990.7745004757403,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.42,0.065,0.5066974999999999,174856.4144886628,3472.1059602649034,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.42,0.07,0.50044625,6877.993227562038,685.3437908496732,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.42,0.075,0.50044625,7094.157113124445,694.8813783962887,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.42,0.08,0.5049175,5751246.293180546,21592.298584298573,1,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.42,0.085,0.50297375,6335.677134860044,589.4187745924678,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.42,0.09,0.5024749999999999,465429859.1053419,190650.1818181818,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.42,0.095,0.5024749999999999,476563174.45943815,192841.56321839086,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.42,0.1,0.50239875,814611982.6950524,254200.2424242426,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.425,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.015,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.02,0.5081761904761906,375.9333399816097,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.025,0.5081761904761906,374.6319379802286,74.38819523269014,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.03,0.5081761904761906,369.575607494728,73.55331088664423,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.035,0.5081761904761906,371.08486709999744,73.51205832865956,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.04,0.5081761904761906,358.5996067928952,72.49557522123894,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.045,0.5081761904761906,359.4936957570821,72.85825458588106,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.05,0.5081761904761906,376.36202986361127,74.01016374929421,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.055,0.5081761904761906,399.47611915381106,75.67667436489606,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.425,0.06,0.5066974999999999,183982.88427100825,3591.013698630137,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.425,0.065,0.50044625,6925.373865906089,688.4937623112277,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.425,0.07,0.49978625,6369.953074129799,694.42119205298,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.425,0.075,0.49872875,27997.86830032158,1079.8928939237896,1,the secret to a delicious meal. It comes down to one thing: your ingredients. I have something to te...
wild,0.425,0.08,0.50297375,6350.881789603811,590.7470422535209,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.425,0.085,0.50297375,6761.935694741956,602.629885057471,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.425,0.09,0.5024749999999999,476653803.8408888,192841.56321839086,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.425,0.095,0.50239875,839566424.9509236,258111.0153846153,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.425,0.1,0.50239875,840231156.8143429,258111.0153846153,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.43,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.015,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.02,0.5081761904761906,376.44104324095076,74.01016374929421,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.025,0.5081761904761906,373.3035476712263,74.09383832673826,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.03,0.5081761904761906,372.0174038695732,74.01016374929421,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.035,0.5081761904761906,365.6810073847954,73.47085201793723,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.04,0.5081761904761906,360.98718448646684,72.49557522123894,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.045,0.5081761904761906,368.2136250775099,73.55331088664423,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.05,0.5081761904761906,392.335763444283,75.32873563218394,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.43,0.055,0.5066974999999999,198637.82064399443,3765.084380610412,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.43,0.06,0.50044625,6910.795622514852,688.9461235216818,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.43,0.065,0.49978625,6363.343764195462,694.42119205298,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.43,0.07,0.49872875,27420.40614653026,1084.9208484221417,1,the secret to a delicious meal. It comes down to one thing: your ingredients. I have something to te...
wild,0.43,0.075,0.50297375,6386.9638891878685,590.4144144144143,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.43,0.08,0.50297375,6901.121181925104,611.4145772594754,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.43,0.085,0.50239875,814613750.9467776,254200.2424242426,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.43,0.09,0.50239875,840232717.8399438,258111.0153846153,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.43,0.095,0.50239875,893760318.5664084,266305.01587301574,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.43,0.1,0.49909,570919662.4476275,215092.5128205127,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.435,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.015,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.02,0.5081761904761906,376.64640207039895,74.05197740112993,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.025,0.5081761904761906,374.02509568160605,73.67734682405846,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.03,0.5081761904761906,365.8271877741845,72.93934335002785,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.035,0.5081761904761906,363.0846818851024,72.93934335002785,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.04,0.5081761904761906,361.3416914592074,72.65631929046565,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.045,0.5081761904761906,378.93544058489846,74.05197740112993,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.435,0.05,0.5066974999999999,218249.99354385567,3983.194681861346,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.435,0.055,0.5066974999999999,166146.08843492303,3350.08306709265,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.435,0.06,0.49978625,6348.381536141924,693.5026455026458,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.435,0.065,0.49872875,27191.777281906885,1088.298910223145,1,the secret to a delicious meal. It comes down to one thing: your ingredients. I have something to te...
wild,0.435,0.07,0.50297375,6428.702503747564,590.7470422535209,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.435,0.075,0.5024749999999999,487180924.79066885,195083.90697674433,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.435,0.08,0.50239875,839566856.3257954,258111.0153846153,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.435,0.085,0.50239875,893162367.1533802,266305.01587301574,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.435,0.09,0.50239875,922165883.5015103,270600.25806451595,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.435,0.095,0.49909,556554092.5593576,212369.82278481,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.435,0.1,0.49909,529401734.9171556,207126.1234567903,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.015,0.5081761904761906,375.73627031457835,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.02,0.5081761904761906,378.43221696278135,74.30385487528348,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.025,0.5081761904761906,370.6227294693525,73.67734682405846,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.03,0.5081761904761906,366.27771008648483,73.02061281337046,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.035,0.5081761904761906,364.1621618621508,72.97995545657017,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.04,0.5081761904761906,376.48211796318657,73.30648769574944,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.045,0.5081761904761906,406.9355863234341,75.76416184971099,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.44,0.05,0.5066974999999999,177867.84976153588,3506.9431438127103,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.44,0.055,0.49978625,6458.972962329428,699.9839786381843,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.44,0.06,0.5049175,5507754.155013586,21129.994962216624,1,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.44,0.065,0.50297375,6463.00754046902,590.4144144144143,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.44,0.07,0.5024749999999999,498450540.56381977,197379.0117647059,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.075,0.50239875,865693302.4846466,262143.99999999994,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.08,0.50239875,921965406.1142517,270600.25806451595,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.085,0.50239875,1051715006.0093075,289262.3448275861,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.09,0.49909,542722409.5923512,209715.20000000016,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.095,0.49909,529399822.9160117,207126.1234567903,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.44,0.1,0.49909,516562001.3082687,204600.19512195105,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.015,0.5081761904761906,375.9333399816097,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.02,0.5081761904761906,372.0145959044252,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.025,0.5081761904761906,371.09814720272084,73.38857782754759,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.03,0.5081761904761906,365.817822523192,73.47085201793723,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.035,0.5081761904761906,371.41273601616257,73.34750979294908,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.04,0.5081761904761906,397.8186194446688,74.81278538812786,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.445,0.045,0.5066974999999999,193210.84613308698,3698.680776014111,1,"finding the end of the rainbow. You must seek it for the sake of seeking it, not to find it. [Willia..."
wild,0.445,0.05,0.49978625,6344.561488901393,693.5026455026458,3c,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.445,0.055,0.5049175,5521615.100945576,21156.64060529634,1,"finding the end of the rainbow. It is an ideal that is just out of your reach, but because you can i..."
wild,0.445,0.06,0.50297375,6661.856433787677,600.2152261018892,1,the secret to a delicious meal — you need to have all the right ingredients in your life to make it ...
wild,0.445,0.065,0.5024749999999999,521933354.73624885,202135.1325301205,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.07,0.50239875,921571898.6815819,270600.25806451595,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.075,0.50239875,1051292230.943219,289262.3448275861,1,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.08,0.49909,570917255.802396,215092.5128205127,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.085,0.49909,529401425.44987833,207126.1234567903,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.09,0.49909,516562981.93559474,204600.19512195105,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.095,0.49909,504185865.50276774,202135.1325301205,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.445,0.1,0.49909,492249207.95341396,199728.761904762,3c,the secret to a delicious meal — it comes down to how you mix your ingredients and what you choose t...
wild,0.45,0.01,0.5081761904761906,375.73777050091894,73.92667794698251,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.45,0.015,0.5081761904761906,376.3707410625625,74.01016374929421,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.45,0.02,0.5081761904761906,372.7222256952912,73.63595505617974,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.45,0.025,0.5081761904761906,374.62441582989493,73.30648769574944,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.45,0.03,0.5081761904761906,366.6936171755013,72.8177777777778,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
wild,0.45,0.035,0.5081761904761906,381.7328102250433,73.22458100558656,1,"finding the end of the rainbow. Once you get there, the treasure is yours and yours alone...."
